2024-04-12 21:47:05 INFO  Magneto:32 - Incorrect confirm format password set
2024-04-12 21:47:06 INFO  Magneto:34 - Create account button clicked
2024-04-12 21:47:07 INFO  Magneto:46 - Account doesn't Create successfully
2024-04-12 21:47:07 INFO  Magneto:47 - Create account test case 16 is passed
2024-04-12 21:47:27 INFO  Magneto:22 - Create account link clicked
2024-04-12 21:47:28 INFO  Magneto:24 - First name set
2024-04-12 21:47:28 INFO  Magneto:26 - Last name set
2024-04-12 21:47:28 INFO  Magneto:28 - Email id set
2024-04-12 21:47:28 INFO  Magneto:30 - Incorrect format password set
2024-04-12 21:47:29 INFO  Magneto:32 - Incorrect confirm format password set
2024-04-12 21:47:32 INFO  Magneto:34 - Create account button clicked
2024-04-12 21:47:33 INFO  Magneto:46 - Account doesn't Create successfully
2024-04-12 21:47:33 INFO  Magneto:47 - Create account test case 17 is passed
2024-04-12 21:47:51 INFO  Magneto:22 - Create account link clicked
2024-04-12 21:47:52 INFO  Magneto:24 - First name set
2024-04-12 21:47:52 INFO  Magneto:26 - Last name set
2024-04-12 21:47:52 INFO  Magneto:28 - Email id set
2024-04-12 21:47:52 INFO  Magneto:30 - Incorrect format password set
2024-04-12 21:47:53 INFO  Magneto:32 - Incorrect confirm format password set
2024-04-12 21:47:53 INFO  Magneto:34 - Create account button clicked
2024-04-12 21:47:54 INFO  Magneto:46 - Account doesn't Create successfully
2024-04-12 21:47:54 INFO  Magneto:47 - Create account test case 18 is passed
2024-04-12 21:48:14 INFO  Magneto:21 - Create account link clicked
2024-04-12 21:48:15 INFO  Magneto:23 - First name set
2024-04-12 21:48:15 INFO  Magneto:25 - Last name set
2024-04-12 21:48:15 INFO  Magneto:27 - Email id set
2024-04-12 21:48:15 INFO  Magneto:29 - Incorrect format password set
2024-04-12 21:48:15 INFO  Magneto:31 - Incorrect confirm format password set
2024-04-12 21:48:15 INFO  Magneto:33 - Create account button clicked
2024-04-12 21:48:17 INFO  Magneto:45 - Account doesn't Create successfully
2024-04-12 21:48:17 INFO  Magneto:46 - Create account test case 19 is passed
2024-04-12 21:48:37 INFO  Magneto:21 - Create account link clicked
2024-04-12 21:48:37 INFO  Magneto:23 - First name set
2024-04-12 21:48:38 INFO  Magneto:25 - Last name set
2024-04-12 21:48:38 INFO  Magneto:27 - Email id set
2024-04-12 21:48:38 INFO  Magneto:29 - Incorrect format password set
2024-04-12 21:48:38 INFO  Magneto:31 - Incorrect confirm format password set
2024-04-12 21:48:38 INFO  Magneto:33 - Create account button clicked
2024-04-12 21:48:39 INFO  Magneto:45 - Account doesn't Create successfully
2024-04-12 21:48:39 INFO  Magneto:46 - Create account test case 20 is passed
2024-04-12 21:48:56 INFO  Magneto:20 - What's new link clicked
2024-04-12 21:48:59 INFO  Magneto:22 - Tees women link clicked
2024-04-12 21:49:06 INFO  Magneto:25 - Tees selected
2024-04-12 21:49:09 INFO  Magneto:27 - XS Size selected
2024-04-12 21:49:09 INFO  Magneto:29 - Black color tees selected
2024-04-12 21:49:09 INFO  Magneto:32 - Add to cart clicked
2024-04-12 21:49:09 INFO  Magneto:45 - product added to cart successfully
2024-04-12 21:49:09 INFO  Magneto:46 - Home page test case 21 is passed
2024-04-12 21:49:35 INFO  Magneto:20 - What's new link clicked
2024-04-12 21:49:39 INFO  Magneto:22 - Tees women link clicked
2024-04-12 21:49:42 INFO  Magneto:25 - Tees selected
2024-04-12 21:49:42 INFO  Magneto:27 - Black color tees selected
2024-04-12 21:49:42 INFO  Magneto:30 - Add to cart clicked
2024-04-12 21:49:42 INFO  Magneto:31 - Size is missing
2024-04-12 21:49:42 INFO  Magneto:44 - product not added to cart successfully
2024-04-12 21:49:42 INFO  Magneto:45 - Home page test case 22 is passed
2024-04-12 21:50:02 INFO  Magneto:21 - What's new link clicked
2024-04-12 21:50:05 INFO  Magneto:23 - Tees women link clicked
2024-04-12 21:50:09 INFO  Magneto:26 - Tees selected
2024-04-12 21:50:10 INFO  Magneto:28 - Size selected
2024-04-12 21:50:11 INFO  Magneto:31 - Add to cart clicked
2024-04-12 21:50:11 INFO  Magneto:32 - Color is missing
2024-04-12 21:50:11 INFO  Magneto:46 - product not added to cart successfully
2024-04-12 21:50:11 INFO  Magneto:47 - Home page test case 23 is passed
2024-04-12 21:50:51 INFO  Magneto:20 - What's new link clicked
2024-04-12 21:50:53 INFO  Magneto:22 - Tees women link clicked
2024-04-12 21:50:59 INFO  Magneto:25 - Tees selected
2024-04-12 21:50:59 INFO  Magneto:27 - S Size selected
2024-04-12 21:51:01 INFO  Magneto:29 - Yellow color tees selected
2024-04-12 21:51:01 INFO  Magneto:32 - Add to cart clicked
2024-04-12 21:51:01 INFO  Magneto:45 - product added to cart successfully
2024-04-12 21:51:01 INFO  Magneto:46 - Home page test case 24 is passed
2024-04-12 21:51:21 INFO  Magneto:20 - What's new link clicked
2024-04-12 21:51:25 INFO  Magneto:22 - Tees women link clicked
2024-04-12 21:51:31 INFO  Magneto:25 - Tees selected
2024-04-12 21:51:31 INFO  Magneto:27 - M Size selected
2024-04-12 21:51:34 INFO  Magneto:29 - Orange color tees selected
2024-04-12 21:51:34 INFO  Magneto:32 - Add to cart clicked
2024-04-12 21:51:34 INFO  Magneto:45 - product added to cart successfully
2024-04-12 21:51:34 INFO  Magneto:46 - Home page test case 25 is passed
2024-04-12 21:51:52 INFO  Magneto:20 - What's new link clicked
2024-04-12 21:51:55 INFO  Magneto:22 - Tees women link clicked
2024-04-12 21:52:02 INFO  Magneto:25 - Tees selected
2024-04-12 21:52:13 INFO  Magneto:27 - L Size selected
2024-04-12 21:52:13 INFO  Magneto:29 - Black color tees selected
2024-04-12 21:52:14 INFO  Magneto:32 - Add to cart clicked
2024-04-12 21:52:14 INFO  Magneto:45 - product added to cart successfully
2024-04-12 21:52:14 INFO  Magneto:46 - Home page test case 26 is passed
2024-04-12 21:52:38 INFO  Magneto:20 - What's new link clicked
2024-04-12 21:52:42 INFO  Magneto:22 - Tees women link clicked
2024-04-12 21:52:47 INFO  Magneto:25 - Tees selected
2024-04-12 21:52:47 INFO  Magneto:27 - Xl Size selected
2024-04-12 21:52:48 INFO  Magneto:29 - Black color tees selected
2024-04-12 21:52:48 INFO  Magneto:32 - Add to cart clicked
2024-04-12 21:52:48 INFO  Magneto:45 - product added to cart successfully
2024-04-12 21:52:48 INFO  Magneto:46 - Home page test case 27 is passed
